,bottleid,datetime,station,status,light,temperature,colour,odour,dirt,pH_rws_total_insitu,senshte,foam,ole,e,geldhd,salinity_rws,oxygen,aou_percent,wind_speed,wind_direction,pressure_air,chloride_gvol,sulfate_gvol,nitrite_gvol,nitrate_gvol,ammonia_gvol,phosphate_gvol,doc_gvol,silicate_gvol,lat,lon,depth,station_bottleid,doc_vol,nitrate_vol,nitrite_vol,ammonia_vol,din_vol,silicate_vol,phosphate_vol,sulfate_vol,chloride_vol,silicate_vol_unc,phosphate_vol_unc,nitrate_vol_unc,nitrite_vol_unc,ammonia_vol_unc,doc_vol_unc,salinity_nioz,datfile_stem,salinity,gid,rgb,datenum,day_of_year,dic,dic_std,dic_count,dic_poisoned,alkalinity,alkalinity_std,alkalinity_count,emf0,emf0_std,emf0_count,pH_vindta_free_lab,pH_vindta_free_lab_std,pH_vindta_free_lab_count,pH_vindta_temperature,pH_vindta_temperature_std,pH_vindta_temperature_count,alkalinity_poisoned,pH_spectro_total_lab,pH_spectro_total_lab_std,pH_spectro_total_lab_count,pH_spectro_temperature,density_nutrients,doc,nitrate,nitrite,ammonia,din,silicate,phosphate,sulfate,chloride,pH_calc12_total_25,pH_calc12_total_insitu,fco2_calc12_insitu,pH_calc12_total_20,pH_vindta_total_25,pH_vindta_total_20,pH_spectro_total_25,pH_spectro_total_20,pH_spectro_total_insitu,fco2_calc13s_insitu,fco2_calc23s_insitu,fco2_calc13v_insitu,fco2_calc23v_insitu,pH_vindta_total_insitu,dic_flag,alkalinity_flag,pH_spectro_flag,pH_vindta_flag,something_flag
85,2018005657,2/14/2018 13:10,NOORDWK10,Authorised,,5.48,0,0,0,8.07,-350,0,0,0.5908,,29.32,9.39,90.52,13.6,180,1012,17146.4082,2354.4238,0.0103,0.6074,0.037,24.1,1.3695,0.6267,52.30222222,4.3025,3.5,NOORDWK10_2018005657,114.0242786,43.36448118,0.735354225,2.64156372,46.74139912,22.31440271,0.77807791,24509.92921,483658.1865,3.347160406,0.194519477,13.00934435,0.220606267,0.396234558,22.80485571,29.3,NOORDWK10_2018005657,29.32,3,[[0.66 0.33 0.66]],736739.5486,45,2257.559742,,1,2255.304438,2390.020682,,1,641.7948783,,1,7.847363617,,1,25,,1,2387.633049,7.768715475,0.000118451,4,23.5,1.019633788,111.8286584,42.52946664,0.721194446,2.590698495,45.84135958,21.8847227,0.763095456,24037.97275,474344.9974,7.754676681,8.04648016,423.5896916,7.826444073,7.745947806,7.817409628,7.747453595,7.818943148,8.037930018,432.040139,431.5004705,433.7699305,433.1196827,8.036330147,2,2,2,2,2
86,2018005658,3/14/2018 9:44,NOORDWK10,Authorised,,4.31,0,0,0,7.413,-350,0,0,0.9489,,30.58,8.47,97.99,4.4,224,1010.7,16986.4258,2532.8755,0.0057,0.3413,0.0254,1.9,1.0953,0.1464,52.30222222,4.3025,3.5,NOORDWK10_2018005658,91.19444491,24.36664048,0.4069436,1.813397797,26.58698187,5.212747018,0.061342242,26367.64002,479145.4748,0.781912053,0.01533556,7.309992143,0.12208308,0.27200967,18.23888898,30.6,NOORDWK10_2018005658,30.58,3,[[0.66 0.33 0.66]],736767.4056,73,2235.313661,,1,2233.08058,2426.873922,,1,642.3519477,,1,7.98778217,,1,25,,1,2424.449473,7.940711335,0.000355758,4,22.7,1.02058686,89.35490796,23.8751266,0.398734901,1.77681868,26.05068018,5.107597623,0.060104871,25835.76279,469480.3488,7.874188988,8.191752281,291.2230665,7.948065456,7.881456662,7.95525924,7.906786335,7.980929949,8.224841672,266.1634893,267.9893008,285.4331415,285.8616972,8.198318998,2,2,2,2,2
87,2018005659,4/16/2018 14:34,NOORDWK10,Authorised,,7.57,0,0,0,8.15,-350,0,0,,,30.32,9.79,105.5,9.1,273,1015.4,18292.7246,2445.4995,0.0042,0.4112,0.0114,5.5,1.2368,0.0997,52.30222222,4.3025,3.5,NOORDWK10_2018005659,102.9757048,29.3570541,0.299853179,0.8138872,30.47079448,3.549937689,0.177569648,25458.04185,515992.965,0.532490653,0.044392412,8.80711623,0.089955954,0.12208308,20.59514096,30.3,NOORDWK10_2018005659,30.32,3,[[0.66 0.33 0.66]],736800.6069,106,2217.599064,,1,2215.38368,2453.345131,,1,642.0674301,,1,8.05396753,,1,25,,1,2450.894237,7.991446996,0.000393823,4,23.1,1.020390144,100.9179728,28.77042107,0.293861305,0.797623541,29.86190592,3.479000371,0.174021328,24949.32159,505682.0355,7.963406464,8.232053096,266.7331957,8.038401567,7.950525199,8.025189465,7.963181783,8.037993932,8.230980561,266.9456429,266.9279899,276.4702997,275.6555281,8.217869543,2,2,2,2,2
88,2018005660,5/14/2018 13:42,NOORDWK10,Authorised,,11.83,,,,8.27,-350,,,,,30.71,9.46,106.51,4,360,1026,17621.6563,2539.7024,0.0039,0.138,0.0137,4,1.4753,0.0807,52.30222222,4.3025,3.5,NOORDWK10_2018005660,122.833164,9.85231874,0.278435095,0.978092513,11.10884635,2.873419975,0.129141562,26438.70914,497063.7716,0.431012996,0.03228539,2.955695622,0.083530528,0.146713877,24.56663281,30.7,NOORDWK10_2018005660,30.71,3,[[0.66 0.33 0.66]],736828.5708,134,2134.875934,,1,2132.743191,2440.828418,,1,641.7742379,,1,8.179168509,,1,25,,1,2438.390028,8.09765999,0.00050285,4,24.1,1.020685227,120.3438247,9.65265145,0.272792324,0.95827047,10.88371424,2.815187188,0.126524376,25902.90173,486990.2672,8.084767182,8.288593206,226.3140811,8.160958184,8.072786536,8.148749714,8.084059434,8.160127538,8.287491221,226.7850676,226.7392306,234.2013061,233.4278821,8.275961029,2,2,2,2,2
89,2018005661,6/12/2018 1:21,NOORDWK10,Authorised,,15.59,,,,8.26,-350,,,,,31.08,8.67,105.54,7.9,60,1012,18923.1621,2456.4065,0.0019,0.0016,0.0189,3.8,2.0252,0.0128,52.30222222,4.3025,3.5,NOORDWK10_2018005661,168.617721,0.114229782,0.135647867,1.349339306,1.599216955,0.455759302,0.122684484,25571.58547,533776.0631,0.068363895,0.030671121,0.034268935,0.04069436,0.202400896,33.7235442,31.1,NOORDWK10_2018005661,31.08,3,[[0.66 0.33 0.66]],736857.0563,163,2127.941793,,1,2125.815977,2432.691383,,1,641.9346925,,1,8.174274179,,1,25,,1,2430.261122,8.096683319,0.000254803,4,24.3,1.020965233,165.1552036,0.111884106,0.132862376,1.321631003,1.566377485,0.446400413,0.120165192,25046.48017,522815.1221,8.079076717,8.223522666,268.4834764,8.155212254,8.071548448,8.147502694,8.086104845,8.162193997,8.230430621,263.1595847,263.6799498,274.3024059,273.7278688,8.215629983,2,2,2,2,2
90,2018005662,7/16/2018 14:32,NOORDWK10,Authorised,,18.87,0,0,0,8.21,-350,0,0,0.5161,,31.02,5.01,64.84,1,2,1012.3,17361.9414,2440.0701,0.0018,0.005,0.0116,1.6,1.8032,0.0069,52.30222222,4.3025,3.5,NOORDWK10_2018005662,150.1340483,0.35696807,0.128508505,0.828165923,1.313642499,0.245682749,0.051656625,25401.52092,489737.8503,0.036852412,0.012914156,0.107090421,0.038552552,0.124224888,30.02680965,31,NOORDWK10_2018005662,31.02,3,[[0.66 0.33 0.66]],736891.6056,197,2170.447125,,1,2168.278846,2436.583575,,1,642.1129009,,1,8.112208046,,1,25,,1,2434.149426,8.047326366,0.000298716,4,24.4,1.020919823,147.0576287,0.349653383,0.125875218,0.811195849,1.286724451,0.240648426,0.050598121,24881.0145,479702.5576,8.012937907,8.105712567,372.2421927,8.088449858,8.010002054,8.085335982,8.038319094,8.113940007,8.131217441,346.7698758,349.0698133,375.2946932,375.0138001,8.102552322,2,2,2,2,2
91,2018005663,8/16/2018 12:10,NOORDWK10,Authorised,,20.29,0,0,0,8.16,-350,0,0,,,31.09,7.25,93,6,185,1013.3,17764.7383,2509.4897,0.0049,0.0402,0.05,10.8,1.7176,0.2753,52.30222222,4.3025,3.5,NOORDWK10_2018005663,143.0070105,2.870023285,0.349828709,3.569680703,6.789532697,9.802385615,0.348682217,26124.19009,501099.7645,1.470357842,0.087170554,0.861006986,0.104948613,0.535452105,28.60140209,,No Sample,31.09,3,[[0.66 0.33 0.66]],736922.5069,228,,,0,,,,0,,,0,,,0,,,0,,,,,,1.020972802,140.0693635,2.811067327,0.342642535,3.496352397,6.650062259,9.601025217,0.341519594,25587.54753,490806.1837,,,,,,,,,,,,,,,9,9,9,9,9
92,2018005664,9/10/2018 14:40,NOORDWK10,Authorised,,18.73,0,0,0,8.9,-350,0,0,,,31.63,6.64,89.04,4,335,1020.3,17508.9219,2420.8333,0.0012,0.0059,0.0256,7.8,0.5125,0.0855,52.30222222,4.3025,3.5,NOORDWK10_2018005664,42.67064093,0.421222323,0.085672337,1.82767652,2.33457118,3.044329713,0.251826046,25201.26275,493883.8103,0.456649457,0.062956511,0.126366697,0.025701701,0.274151478,8.534128187,31.7,NOORDWK10_2018005664,31.63,3,[[0.66 0.33 0.66]],736947.6111,253,2176.836031,,1,2174.661369,2421.177494,,1,645.7497455,,1,8.062965523,,1,25,,1,2418.758736,7.972161177,0.00209068,4,25,1.021381558,41.77737554,0.412404473,0.083878876,1.789416017,2.285699365,2.980599844,0.24655433,24673.70058,483544.8675,7.966370463,8.06071386,415.6703989,8.04141855,7.962383371,8.0372355,7.972161177,8.04712161,8.066385818,409.0838402,409.6632152,420.2592415,419.8531293,8.056473904,2,2,2,2,2
93,2018005665,10/15/2018 14:54,NOORDWK10,Authorised,,16.24,0,0,0,9.23,-350,0,0,,,30.83,6.26,76.97,8.2,208,1010.1,19014.0977,2645.1169,0.0027,0.0492,0.0115,6.5,1.4618,0.1165,52.30222222,4.3025,3.5,NOORDWK10_2018005665,121.7091569,3.512565812,0.192762758,0.821026562,4.526355131,4.148121773,0.209855038,27536.09098,536341.1337,0.622218266,0.052463759,1.053769743,0.057828827,0.123153984,24.34183138,30.83,NOORDWK10_2018005665,30.83,3,[[0.66 0.33 0.66]],736982.6208,288,2207.876964,,1,2205.671292,2434.22704,,1,645.3697013,,1,8.053160745,,1,25,,1,2431.795245,7.953562132,0.001679724,4,25,1.020776034,119.231989,3.441073942,0.188839424,0.804316064,4.434229429,4.063694321,0.205583821,26975.64408,525424.8882,7.940826544,8.072787348,407.3931924,8.015562669,7.943068746,8.017660833,7.953562132,8.028277324,8.085440134,393.3859718,394.5488016,404.891982,405.1013408,8.074739122,2,2,2,2,2
94,2018005666,11/15/2018 7:52,NOORDWK10,Authorised,,12.15,0,0,0,8.06,-350,0,0,,,31.52,8.03,94.2,8.7,154,1022.6,17760.6484,2536.7744,0.0031,0.1124,0.0388,14.7,1.0943,0.2258,52.30222222,4.3025,3.5,NOORDWK10_2018005666,91.11118512,8.02464222,0.221320204,2.770072225,11.01603465,8.039878939,0.47459524,26408.22819,500984.3984,1.205981841,0.11864881,2.407392666,0.066396061,0.415510834,18.22223702,31.52,NOORDWK10_2018005666,31.52,3,[[0.66 0.33 0.66]],737013.3278,319,2246.146578,,1,2243.902675,2434.726111,,1,643.8504573,,1,7.952259625,,1,25,,1,2432.293817,7.858162116,0.000203899,4,25,1.021298284,89.21114093,7.857295315,0.216704764,2.712304789,10.78630487,7.872214286,0.464697971,25857.50766,490536.8064,7.853729953,8.046520261,431.9988639,7.927393307,7.847228263,7.920615326,7.858162116,7.931707166,8.050511013,426.8178226,427.2087984,439.7016045,439.1162754,8.039203664,2,2,2,2,2
95,2018005667,12/12/2018 14:05,NOORDWK10,Authorised,,8.86,0,0,0,7.91,-350,0,0,2.59071,,31.94,8.3,88.02,11.6,128,1024.9,18444.5488,2564.4604,0.0046,0.1473,0.0618,16.6,1.1275,0.2191,52.30222222,4.3025,3.5,NOORDWK10_2018005667,93.87541005,10.51627935,0.328410625,4.412125349,15.25681532,7.801317429,0.535937482,26696.44389,520275.5539,1.170197614,0.13398437,3.154883805,0.098523187,0.661818802,18.77508201,31.94,NOORDWK10_2018005667,31.94,3,[[0.66 0.33 0.66]],737040.5868,346,2279.976704,,1,2277.699005,2444.335722,,1,645.0956048,,1,7.892170174,,1,25,,1,2441.893828,7.781853732,0.000452558,4,25,1.021616267,91.88911047,10.29376654,0.32146182,4.318769669,14.93399803,7.636250203,0.524597639,26131.57674,509267.1001,7.793989105,8.035630217,441.4285911,7.866771933,7.786780079,7.85926096,7.781853732,7.854247458,8.022075111,456.2292514,455.180005,450.157687,449.5411679,8.027249855,2,2,2,2,2
96,2018005668,1/22/2018 14:54,NOORDWK20,Authorised,,6.05,0,0,0,7.97,-350,0,0,,,31.47,9.27,91.88,10.3,290,1007.7,,,0.0073,0.477,0.033,20.5,1.4152,0.5261,52.34166667,4.175,3.5,NOORDWK20_2018005668,117.8292508,34.0547539,0.521173383,2.355989264,36.93191655,18.73241944,0.661850504,,,2.809862916,0.165462626,10.21642617,0.156352015,0.35339839,23.56585017,31.5,NOORDWK20_2018005668,31.47,3,[[0.54 0.27 0.54]],736716.6208,22,2202.925903,,1,2200.725178,2350.338514,,1,642.1964029,,1,7.863447713,,1,25,,1,2347.990523,7.776479456,0.000368019,4,23.6,1.021260433,115.3763007,33.34580759,0.51032368,2.306942664,36.16307393,18.34245099,0.648072208,,,7.76896873,8.053064961,403.3146666,7.841204927,7.760042045,7.831992464,7.756521987,7.828404385,8.039152996,417.2690028,416.3149943,413.2454843,412.5688964,8.042893413,2,2,2,2,2
97,2018005669,2/14/2018 12:07,NOORDWK20,Authorised,,5.59,0,0,0,8.09,-350,0,0,0.443,,31.54,9.29,91.08,15,155,1012,,,0.0124,0.4219,0.0186,17.7,1.2885,0.422,52.34166667,4.175,3.5,NOORDWK20_2018005669,107.2802358,30.12096577,0.885280814,1.327921221,32.33416781,15.02581449,0.571451411,,,2.253872174,0.142862853,9.036289731,0.265584244,0.199188183,21.45604716,31.5,NOORDWK20_2018005669,31.54,3,[[0.54 0.27 0.54]],736739.5049,45,2228.599861,,1,2226.373488,2365.239159,,1,642.2662242,,1,7.843498561,,1,25,,1,2362.876283,7.784272764,0.000699726,4,23.475,1.021313424,105.041443,29.49238212,0.866806206,1.300209309,31.65939764,14.71224615,0.559525996,,,7.740832541,8.03044191,429.3438595,7.812528898,7.739990331,7.811543726,7.762497344,7.834473025,8.052670246,404.7472523,406.3320863,430.3223672,430.2585185,8.028760482,2,2,2,2,2
98,2018005670,3/14/2018 10:38,NOORDWK20,Authorised,,4.34,0,0,0,7.36,-350,0,0,0.3514,,30.29,10.48,98.95,4.3,148,1010.8,,,0.0068,0.4616,0.0238,3.3,1.238,0.301,52.34166667,4.175,3.5,NOORDWK20_2018005670,103.0756165,32.95529225,0.485476576,1.699168015,35.13993684,10.71746484,0.106541789,,,1.607619726,0.026635447,9.886587674,0.145642973,0.254875202,20.61512331,30.3,NOORDWK20_2018005670,30.29,3,[[0.54 0.27 0.54]],736767.4431,73,2245.319567,,1,2243.076491,2438.60698,,1,642.015772,,1,7.985480324,,1,25,,1,2436.170809,7.918876539,0.000655186,4,22.7,1.020367448,101.018135,32.29747511,0.475786029,1.6652511,34.43851224,10.50353465,0.104415119,,,7.879864884,8.197279935,289.1788441,7.953819738,7.88389556,7.957724634,7.885094432,7.95893857,8.201668839,285.0918913,285.3955473,285.9746853,286.21261,8.200416419,2,2,2,2,2
99,2018005671,4/16/2018 16:59,NOORDWK20,Authorised,,7.35,0,0,0,8.18,-350,0,0,,,31.79,10.23,111.5,5.9,220,1015.7,,,0.005,0.2925,0.0021,2.1,1.2599,0.0817,52.34166667,4.175,3.5,NOORDWK20_2018005671,104.8990059,20.88263211,0.35696807,0.14992659,21.38952677,2.909026171,0.06779932,,,0.436353926,0.01694983,6.264789633,0.107090421,0.022488988,20.97980118,31.8,NOORDWK20_2018005671,31.79,3,[[0.54 0.27 0.54]],736800.7076,106,2159.133252,,1,2156.976275,2420.010263,,1,642.5219225,,1,8.089540818,,1,25,,1,2417.59267,8.021913655,0.000559076,4,23,1.021502694,102.6908754,20.44305144,0.349453871,0.146770626,20.93927593,2.847790993,0.06637214,,,7.995396804,8.268435367,234.8888384,8.070719998,7.985671491,8.060750896,7.992014645,8.067160662,8.264281402,237.1739878,236.970247,241.4126632,240.8294874,8.257730153,2,2,2,2,2
100,2018005672,5/14/2018 14:16,NOORDWK20,Authorised,,11.42,,,,8.28,-350,,,,,31.58,9.86,110.3,5,360,1026,,,0.0048,0.0872,0.015,4.6,1.4448,0.0645,52.34166667,4.175,3.5,NOORDWK20_2018005672,120.2937405,6.225523146,0.342689347,1.070904211,7.639116704,2.296599608,0.148512796,,,0.344489941,0.037128199,1.867656944,0.102806804,0.160635632,24.05874811,31.6,NOORDWK20A_2018005672,31.58,3,[[0.54 0.27 0.54]],736828.5944,134,,,0,,,,0,,,0,,,0,,,0,,,,,,1.021343706,117.7798814,6.095424206,0.335527938,1.048524806,7.47947695,2.248606023,0.145409224,,,,,,,,,,,,,,,,,9,9,9,9,9
101,2018005673,6/12/2018 0:48,NOORDWK20,Authorised,,14.85,,,,8.24,-350,,,,,32.1,8.66,104.28,7.9,60,1012,,,0.0009,0.0036,0.0127,4.8,1.788,0.0105,52.34166667,4.175,3.5,NOORDWK20_2018005673,148.8684995,0.257017011,0.064254253,0.906698899,1.227970162,0.373865053,0.154969874,,,0.056079758,0.038742469,0.077105103,0.019276276,0.136004835,29.7736999,32.1,NOORDWK20_2018005673,32.1,3,[[0.54 0.27 0.54]],736857.0333,163,2103.918541,,1,2101.816724,2403.857881,,1,642.1826169,,1,8.160716294,,1,25,,1,2401.456424,8.079021755,0.000734717,4,24.43333333,1.021737423,145.7013281,0.251548984,0.062887246,0.887408916,1.201845146,0.365911089,0.151672896,,,8.06161628,8.217253783,267.2261384,8.137563244,8.05641066,8.132215442,8.070477232,8.14641291,8.226055395,260.5568438,261.2078565,271.2177015,270.8242517,8.211735009,2,2,2,2,2
102,2018005674,7/16/2018 15:18,NOORDWK20,Authorised,,18.65,0,0,0,8.23,-350,0,0,0.3307,,31.91,6.54,84.71,1,2,1012,,,0.0015,0.0047,0.0091,1.1,1.7024,0.0019,52.34166667,4.175,3.5,NOORDWK20_2018005674,141.7414617,0.335549986,0.107090421,0.649681888,1.092322295,0.067651771,0.03551393,,,0.010147766,0.008878482,0.100664996,0.032127126,0.097452283,28.34829234,31.9,NOORDWK20_2018005674,31.91,3,[[0.54 0.27 0.54]],736891.6375,197,2121.508939,,1,2119.389549,2421.92879,,1,642.358006,,1,8.167061684,,1,25,,1,2419.509281,8.086361524,0.000171004,4,24.4,1.021593552,138.7454545,0.328457424,0.104826837,0.63594948,1.069233741,0.066221807,0.034763267,,,8.062505544,8.159210665,315.9787953,8.138468794,8.063021945,8.138881764,8.077307058,8.15329896,8.174040629,302.9698491,304.2405862,315.5153374,315.5612242,8.159589771,2,2,2,2,2
103,2018005675,8/16/2018 11:27,NOORDWK20,Authorised,,20.19,0,0,0,8.19,-350,0,0,,,32.1,7.62,91,6,180,1013.1,,,0.0027,0.0107,0.0195,7.2,1.4204,0.166,52.34166667,4.175,3.5,NOORDWK20_2018005675,118.2622017,0.76391167,0.192762758,1.392175474,2.348849902,5.910628449,0.232454811,,,0.886594267,0.058113703,0.229173501,0.057828827,0.208826321,23.65244034,,No Sample,32.1,3,[[0.54 0.27 0.54]],736922.4771,228,,,0,,,,0,,,0,,,0,,,0,,,,,,1.021737423,115.7461781,0.74765948,0.188661738,1.362556997,2.298878215,5.784880066,0.227509344,,,,,,,,,,,,,,,,,9,9,9,9,9
104,2018005676,9/10/2018 15:37,NOORDWK20,Authorised,,18.7,0,0,0,8.92,-350,0,0,,,32.9,7.62,84,6,263,1020.2,,,-0.0004,0.0019,0.0034,6,1.2334,0.0391,52.34166667,4.175,3.5,NOORDWK20_2018005676,102.6926215,0.135647867,0,0.242738288,0.349828709,1.392202243,0.193712343,,,0.208830336,0.048428086,0.04069436,0,0.036410743,20.5385243,33,NOORDWK20_2018005676,32.9,3,[[0.54 0.27 0.54]],736947.6507,253,2152.875633,,1,2150.724908,2405.363743,,1,646.1098154,,1,8.074123015,,1,25,,1,2402.960782,7.978736793,0.003308655,4,25,1.022343355,100.4482701,0.132683277,0,0.237433233,0.342183188,1.361775607,0.189478752,,,7.96752108,8.062307726,406.3133245,8.042561806,7.968752042,8.043669429,7.978736793,8.053760316,8.073492784,393.8697487,394.9884668,404.9287153,405.0543144,8.063376005,2,2,2,2,2
105,2018005677,10/15/2018 15:40,NOORDWK20,Authorised,,16.25,0,0,0,9.27,-350,0,0,,,31.34,7.31,90.06,8.5,230,1010.5,,,0.0018,0.0243,0.0135,6.4,0.7818,0.0929,52.34166667,4.175,3.5,NOORDWK20_2018005677,65.09250162,1.734864822,0.128508505,0.96381379,2.827187117,3.30781556,0.206626499,,,0.496172334,0.051656625,0.520459446,0.038552552,0.144572068,13.01850032,31.34,NOORDWK20_2018005677,31.34,3,[[0.54 0.27 0.54]],736982.6528,288,2186.99378,,1,2184.808971,2431.6084,,1,645.0066843,,1,8.065618339,,1,25,,1,2429.179221,7.970962645,0.00052032,4,25,1.021162026,63.74355874,1.698912392,0.125845362,0.943840218,2.768597973,3.239266124,0.20234448,,,7.969445159,8.101804505,374.4038101,8.044514905,7.962404811,8.037235647,7.970962645,8.04588877,8.103037053,372.8349796,372.9720123,381.7591024,381.1130624,8.09431856,2,2,2,2,2
106,2018005678,11/15/2018 6:58,NOORDWK20,Authorised,,12.24,0,0,0,8.05,-350,0,0,,,31.95,8.31,96.1,9.6,150,1022,,,,,,,1.0698,,52.34166667,4.175,3.5,NOORDWK20_2018005678,89.07132033,,,,,,,,,,,,,,17.81426407,31.95,NOORDWK20_2018005678,31.95,3,[[0.54 0.27 0.54]],737013.2903,319,2228.810481,,1,2226.583897,2426.848643,,1,643.9117087,,1,7.96681779,,1,25,,1,2424.424219,7.876542982,0.000499925,4,25,1.021623839,87.18602376,,,,,,,,,,,,7.944690567,,7.936289365,,7.950300401,,,,,,,2,2,2,2,9
107,2018005679,12/12/2018 13:12,NOORDWK20,Authorised,,9.04,0,0,0,7.93,-350,0,0,2.00347,,32.67,8.38,89.68,10.2,119,1024.9,,,0.0032,0.0907,0.036,13.3,1.0305,0.1158,52.34166667,4.175,3.5,NOORDWK20_2018005679,85.7992107,6.475400795,0.228459565,2.570170106,9.274030466,4.123197436,0.429395693,,,0.618479615,0.107348923,1.942620238,0.068537869,0.385525516,17.15984214,32.67,NOORDWK20_2018005679,32.67,3,[[0.54 0.27 0.54]],737040.55,346,2251.353608,,1,2249.104504,2430.733065,,1,645.2594017,,1,7.920294166,,1,25,,1,2428.30476,7.821190745,0.000521222,4,25,1.022169123,83.93837065,6.334960282,0.223504663,2.514427455,9.0728924,4.033772244,0.420082825,,,7.820354576,8.060361928,409.5254187,7.893575298,7.815220338,7.888181048,7.821190745,7.89424182,8.060441309,408.5915879,408.6603038,415.2986231,414.8722535,8.054214387,2,2,2,2,2
108,2018005680,1/22/2018 18:54,NOORDWK70,Authorised,,7.33,0,0,0,8.03,-350,0,0,,,35.19,8.77,91.8,11.6,291,1012.2,,,0.005,0.1189,0.0072,14.5,0.982,0.093,52.56944444,3.531388889,3.5,NOORDWK70_2018005680,81.76111102,8.488700711,0.35696807,0.514034021,9.359702803,3.311376179,0.468138162,,,0.496706427,0.11703454,2.546610213,0.107090421,0.077105103,16.3522222,35.2,NOORDWK70_2018005680,35.19,3,[[0.36 0.18 0.36]],736716.7875,22,2149.78954,,1,2147.641898,2325.019172,,1,643.2344354,,1,7.899587947,,1,25,,1,2322.696475,7.824434795,0.000179286,4,23.2,1.024079305,79.8386518,8.28910483,0.348574635,0.501947475,9.139626941,3.233515377,0.457130771,,,7.792884775,8.058421324,385.2251608,7.865741036,7.791689546,7.864413653,7.798392705,7.871218031,8.063618423,379.4873963,379.917134,386.4835555,386.3891626,8.056603668,2,2,2,2,2
109,2018005681,2/14/2018 8:03,NOORDWK70,Authorised,,6.81,0,0,0,8.07,-350,0,0,,,35.26,8.83,91.35,14.2,140,1010,,,0.0204,0.099,0.0107,16.7,1.0629,0.0501,52.56944444,3.531388889,3.5,NOORDWK70_2018005681,88.4968278,7.067967791,1.456429727,0.76391167,9.288309189,1.783870393,0.539166021,,,0.267580559,0.134791505,2.120390337,0.436928918,0.114586751,17.69936556,35.3,NOORDWK70_2018005681,35.26,3,[[0.36 0.18 0.36]],736739.3354,45,2160.654654,,1,2158.496158,2321.248606,,1,643.3493051,,1,7.871103345,,1,25,,1,2318.929676,7.824367692,0.000177541,4,23.4,1.024132404,86.41151036,6.90141994,1.422110775,0.745911044,9.069441759,1.741835711,0.526461245,,,7.759312051,8.031360757,411.9864408,7.831630711,7.763140697,7.835411601,7.801211927,7.874086834,8.074764638,367.3269465,370.4595861,407.6883582,407.9978773,8.034795422,2,2,3,2,2
110,2018005682,3/14/2018 14:25,NOORDWK70,Authorised,,5.96,0,0,0,7.27,-350,0,0,0.2659,,35.26,9.79,99.31,4.8,94,1007,,,0.0026,0.0354,0.0072,5,3.0695,0.0025,52.56944444,3.531388889,3.5,NOORDWK70_2018005682,255.5659168,2.527333938,0.185623397,0.514034021,3.226991355,0.089015489,0.161426952,,,0.013352323,0.040356738,0.758200181,0.055687019,0.077105103,51.11318335,35.3,NOORDWK70_2018005682,35.26,3,[[0.36 0.18 0.36]],736767.6007,73,2124.921477,,1,2122.798679,2331.807927,,1,643.3550116,,1,7.981072561,,1,25,,1,2329.478449,7.915413141,0.000568331,4,22.7,1.024132404,249.5438245,2.467780463,0.181249413,0.50192145,3.150951326,0.08691795,0.157623127,,,7.859535924,8.149728077,302.6620236,7.933331625,7.873109913,7.946973405,7.881561238,7.955529475,8.172103253,284.72275,286.156412,291.4603632,292.3591363,8.163308417,2,2,2,2,2
111,2018005683,4/16/2018 19:39,NOORDWK70,Authorised,,7.64,0,0,0,8.24,-350,0,0,,,34.82,10.23,113,9.4,154,1015,,,0.0039,0.0038,0.0044,6.7,1.7123,0.0129,52.56944444,3.531388889,3.5,NOORDWK70_2018005683,142.5657336,0.271295733,0.278435095,0.314131902,0.86386273,0.459319922,0.216312116,,,0.068897988,0.054078029,0.08138872,0.083530528,0.047119785,28.51314672,34.8,NOORDWK70_2018005683,34.82,3,[[0.36 0.18 0.36]],736800.8188,106,2052.299325,,1,2050.249076,2346.649352,,1,643.230889,,1,8.128570435,,1,25,,1,2344.305047,8.063324999,0.000761717,4,23.1,1.023798674,139.2517272,0.264989339,0.271962742,0.30682976,0.843781841,0.448642818,0.211283841,,,8.025449833,8.294247276,206.2421067,8.101012579,8.021024927,8.096495773,8.034742236,8.110341568,8.303580417,200.8130773,201.3409476,208.8765073,208.6182303,8.289464647,2,2,2,2,2
112,2018005684,5/14/2018 16:23,NOORDWK70,Authorised,,10.53,,,,8.24,-350,,,,,34.19,9.48,105.82,5,360,1027,,,0.0044,0.0038,0.013,5.5,1.2421,0.0285,52.56944444,3.531388889,3.5,NOORDWK70_2018005684,103.4169817,0.271295733,0.314131902,0.928116983,1.513544618,1.014776571,0.177569648,,,0.152216486,0.044392412,0.08138872,0.094239571,0.139217547,20.68339633,34.2,NOORDWK70_2018005684,34.19,3,[[0.36 0.18 0.36]],736828.6826,134,2065.91666,,1,2063.852808,2348.044451,,1,642.3835482,,1,8.115937759,,1,25,,1,2345.698752,7.916236559,0.000341064,4,24.2,1.023320977,101.06016,0.265113038,0.306972992,0.906965658,1.479051688,0.991650317,0.173522923,,,8.012171392,8.234573247,244.584328,8.087625021,8.009043568,8.084404608,7.904452843,7.978675066,8.1235533,330.9959475,322.0614081,246.7695449,246.5593889,8.231138975,2,2,3,2,2
